"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Sep 19 19:38:27 GMT 2024","Thu Sep 19 19:38:28 GMT 2024","470","","Run Android Application","","Run android application via ADB","","Run android application via ADB",""
