"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Sep 19 11:00:54 GMT 2024","Thu Sep 19 11:00:54 GMT 2024","408","","Run Android Application","","Run android application via ADB","","Run android application via ADB",""
